2.0,360.0,148.0,492.0,201.0,0.7791808247566223
9.0,677.0,54.0,765.0,91.0,0.6477478742599487
22.0,145.0,158.0,192.0,197.0,0.5517007112503052
37.0,519.0,54.0,602.0,87.0,0.6041019558906555
37.0,777.0,59.0,872.0,88.0,0.6058892011642456
60.0,658.0,53.0,755.0,84.0,0.5573692321777344
61.0,364.0,55.0,448.0,90.0,0.5878121852874756
70.0,302.0,56.0,387.0,90.0,0.5684055089950562
75.0,145.0,124.0,300.0,194.0,0.554681122303009
80.0,547.0,54.0,640.0,81.0,0.5934943556785583
81.0,542.0,54.0,634.0,82.0,0.6620177030563354
95.0,364.0,136.0,486.0,192.0,0.7121235132217407
96.0,0.0,217.0,64.0,263.0,0.6028854846954346
96.0,375.0,138.0,496.0,191.0,0.7989336252212524
100.0,424.0,53.0,517.0,83.0,0.585547685623169
101.0,418.0,53.0,510.0,83.0,0.6090191602706909
109.0,503.0,139.0,623.0,193.0,0.6421027779579163
110.0,514.0,138.0,633.0,192.0,0.7777301669120789
122.0,527.0,45.0,605.0,76.0,0.5504050850868225
122.0,287.0,59.0,372.0,84.0,0.5638177394866943
125.0,512.0,45.0,588.0,76.0,0.6613465547561646
126.0,507.0,45.0,582.0,77.0,0.6543203592300415
127.0,684.0,137.0,798.0,194.0,0.7274830341339111
128.0,694.0,137.0,807.0,192.0,0.6292769908905029
129.0,489.0,46.0,565.0,77.0,0.6853393316268921
132.0,810.0,49.0,878.0,80.0,0.5697810053825378
133.0,805.0,51.0,877.0,80.0,0.6042493581771851
134.0,463.0,47.0,539.0,77.0,0.5659279823303223
144.0,857.0,140.0,959.0,196.0,0.6525750756263733
145.0,865.0,140.0,959.0,193.0,0.616637110710144
146.0,875.0,144.0,959.0,195.0,0.5703624486923218
147.0,803.0,57.0,878.0,88.0,0.5791248083114624
149.0,570.0,56.0,648.0,86.0,0.5751613974571228
151.0,361.0,121.0,462.0,169.0,0.5532214641571045
151.0,367.0,50.0,443.0,77.0,0.5573757886886597
152.0,363.0,49.0,438.0,78.0,0.6176142692565918
156.0,755.0,56.0,843.0,88.0,0.5815876722335815
157.0,693.0,49.0,764.0,78.0,0.5684901475906372
159.0,321.0,51.0,396.0,78.0,0.637161374092102
160.0,733.0,58.0,819.0,88.0,0.5846133232116699
160.0,316.0,52.0,392.0,79.0,0.6351304054260254
162.0,456.0,122.0,576.0,165.0,0.7186910510063171
163.0,465.0,123.0,585.0,166.0,0.7089143991470337
172.0,415.0,58.0,494.0,85.0,0.5748520493507385
173.0,655.0,55.0,739.0,87.0,0.5531536340713501
174.0,403.0,58.0,479.0,87.0,0.7042189836502075
175.0,395.0,58.0,472.0,85.0,0.5790045261383057
180.0,610.0,55.0,694.0,87.0,0.5528568029403687
180.0,568.0,48.0,641.0,76.0,0.619499921798706
181.0,563.0,48.0,635.0,76.0,0.6044003367424011
182.0,599.0,55.0,680.0,87.0,0.5636646151542664
182.0,558.0,48.0,629.0,76.0,0.6201630234718323
189.0,715.0,127.0,818.0,165.0,0.6339123249053955
190.0,726.0,127.0,825.0,165.0,0.5622814297676086
195.0,147.0,134.0,264.0,188.0,0.6799647212028503
198.0,806.0,128.0,894.0,170.0,0.5672341585159302
199.0,185.0,133.0,300.0,187.0,0.6883012652397156
205.0,145.0,125.0,205.0,161.0,0.590743362903595
206.0,145.0,125.0,210.0,163.0,0.5619117617607117
207.0,0.0,186.0,180.0,273.0,0.6049408316612244
208.0,158.0,125.0,224.0,163.0,0.5895321369171143
208.0,0.0,186.0,192.0,271.0,0.630031168460846
210.0,150.0,126.0,237.0,165.0,0.6281421780586243
221.0,398.0,127.0,509.0,184.0,0.746048629283905
222.0,408.0,126.0,519.0,185.0,0.7806065082550049
226.0,643.0,48.0,720.0,78.0,0.667207658290863
230.0,620.0,46.0,698.0,77.0,0.5628151893615723
234.0,596.0,46.0,674.0,78.0,0.5591259002685547
241.0,600.0,125.0,714.0,183.0,0.585389256477356
242.0,611.0,127.0,723.0,182.0,0.6913233995437622
249.0,502.0,48.0,582.0,77.0,0.5504793524742126
250.0,495.0,48.0,574.0,77.0,0.6154223680496216
253.0,476.0,50.0,553.0,78.0,0.6999175548553467
257.0,760.0,127.0,873.0,182.0,0.5894477367401123
258.0,769.0,127.0,883.0,182.0,0.5655447244644165
262.0,417.0,51.0,495.0,79.0,0.6118332743644714
264.0,403.0,48.0,481.0,79.0,0.7384642958641052
266.0,391.0,51.0,467.0,79.0,0.5699337720870972
269.0,371.0,51.0,448.0,80.0,0.6157278418540955
270.0,364.0,50.0,441.0,79.0,0.5754978656768799
275.0,332.0,53.0,409.0,82.0,0.6678248047828674
308.0,194.0,146.0,321.0,194.0,0.6627710461616516
309.0,201.0,146.0,328.0,195.0,0.8062767386436462
320.0,538.0,53.0,619.0,81.0,0.6310402154922485
321.0,534.0,54.0,612.0,81.0,0.6234114170074463
323.0,522.0,52.0,601.0,81.0,0.655258059501648
325.0,510.0,53.0,589.0,81.0,0.7067077159881592
326.0,502.0,53.0,584.0,82.0,0.727293848991394
333.0,463.0,55.0,543.0,82.0,0.6905253529548645
334.0,456.0,55.0,536.0,82.0,0.6308618783950806
337.0,439.0,54.0,517.0,81.0,0.6259801983833313
338.0,433.0,53.0,511.0,82.0,0.665998101234436
340.0,422.0,55.0,500.0,83.0,0.6635679006576538
341.0,415.0,56.0,493.0,81.0,0.5510181784629822
343.0,403.0,56.0,480.0,84.0,0.7113661766052246
344.0,397.0,57.0,474.0,84.0,0.624340832233429
349.0,789.0,60.0,872.0,89.0,0.5539956092834473
353.0,766.0,58.0,855.0,88.0,0.5553826689720154
354.0,764.0,59.0,853.0,89.0,0.5659035444259644
355.0,881.0,137.0,959.0,189.0,0.5930386185646057
357.0,897.0,136.0,960.0,190.0,0.7055773138999939
358.0,905.0,136.0,959.0,191.0,0.6136301755905151
360.0,301.0,58.0,376.0,85.0,0.6712303757667542
372.0,645.0,44.0,711.0,73.0,0.5911960005760193
372.0,242.0,143.0,296.0,194.0,0.6202596426010132
376.0,632.0,53.0,736.0,87.0,0.5507886409759521
377.0,628.0,51.0,728.0,89.0,0.646701455116272
387.0,579.0,58.0,673.0,89.0,0.6473525762557983
396.0,523.0,57.0,623.0,90.0,0.5606386661529541
424.0,378.0,52.0,467.0,89.0,0.5699256658554077
426.0,369.0,54.0,456.0,90.0,0.6002877354621887
427.0,365.0,54.0,450.0,90.0,0.7062519192695618
433.0,334.0,61.0,416.0,90.0,0.6062518358230591
434.0,767.0,52.0,852.0,81.0,0.5684590935707092
435.0,322.0,59.0,405.0,91.0,0.5876541137695312
435.0,764.0,53.0,847.0,82.0,0.6892232894897461
436.0,318.0,61.0,399.0,92.0,0.6586757898330688
436.0,655.0,51.0,724.0,88.0,0.7189279794692993
437.0,647.0,51.0,719.0,88.0,0.7524900436401367
448.0,581.0,49.0,652.0,89.0,0.5796025991439819
449.0,575.0,51.0,647.0,90.0,0.5761322975158691
449.0,456.0,102.0,640.0,203.0,0.5786535739898682
449.0,598.0,116.0,671.0,170.0,0.6330164670944214
450.0,602.0,114.0,681.0,171.0,0.6259589791297913
453.0,491.0,102.0,673.0,201.0,0.6087656617164612
455.0,538.0,51.0,611.0,88.0,0.6275762915611267
457.0,162.0,144.0,298.0,194.0,0.6123162508010864
458.0,0.0,197.0,145.0,280.0,0.5509293675422668
458.0,832.0,57.0,875.0,81.0,0.5760733485221863
458.0,172.0,147.0,308.0,196.0,0.6272692680358887
459.0,545.0,103.0,725.0,201.0,0.5789715647697449
462.0,706.0,116.0,783.0,169.0,0.6425780653953552
465.0,732.0,113.0,810.0,164.0,0.5738900303840637
466.0,741.0,114.0,816.0,167.0,0.6046595573425293
468.0,253.0,145.0,389.0,196.0,0.7070242762565613
469.0,260.0,143.0,398.0,195.0,0.6241438388824463
469.0,763.0,114.0,843.0,169.0,0.6264464259147644
470.0,772.0,114.0,851.0,160.0,0.5584555864334106
475.0,414.0,54.0,486.0,89.0,0.6310254335403442
478.0,395.0,54.0,468.0,88.0,0.6106839776039124
479.0,372.0,118.0,481.0,158.0,0.6322636604309082
482.0,536.0,51.0,618.0,82.0,0.6612024307250977
482.0,707.0,53.0,794.0,83.0,0.7414214015007019
483.0,409.0,117.0,515.0,157.0,0.601409375667572
483.0,533.0,53.0,614.0,81.0,0.6464336514472961
