0.0,89.0,190.0,248.0,251.0,0.0
1.0,97.11853645194722,189.95460678802698,256.87976558560774,251.04539321197302,1.0
2.0,105.70619100185775,189.1811926485565,266.2336626861991,250.87765469583658,1.0
3.0,114.64617745044607,188.9895019137467,275.3081070679721,250.90256295488032,1.0
4.0,123.91399998500597,187.5985666101131,284.0520482309033,249.93447368481532,1.0
5.0,133.38709930587362,187.31156049907958,293.32679536311747,248.78979777869898,1.0
6.0,141.64030062360308,187.52093407322715,301.8948954566335,248.87250267006576,1.0
7.0,151.0192660617067,186.94626130137092,311.49540433632706,248.20716435839367,1.0
8.0,158.7458725904878,186.77695523871898,319.37969588511237,247.97211886610256,1.0
8.0,411.0,146.0,543.0,198.0,3.0
9.0,167.93260206127758,186.0690206281711,328.679251695208,247.2161416604848,1.0
10.0,176.73488474497364,185.3448953905171,337.3961858829646,246.76452306750113,1.0
10.0,429.3128260465389,145.28033317624136,561.6862492542195,198.71966682375864,3.0
11.0,185.3671965683146,184.36000975078403,346.5940750987654,246.0143050351907,1.0
12.0,194.53721494136727,184.48849084979653,355.370062329964,245.94168751494752,1.0
12.0,447.6109401757876,145.5029910467947,579.4408602877484,197.5494883182721,3.0
13.0,203.89516956723196,184.40786380119943,364.66306161289197,245.41934160786866,1.0
13.0,657.0,55.0,742.0,90.0,5.0
14.0,213.03527601559227,184.4672666882575,373.77436361381314,245.1672377934953,1.0
14.0,465.50384237691196,146.71303013807827,598.4119226633889,198.8362466985332,3.0
14.0,653.1198112371544,54.95145006550023,738.8808879238525,90.04854993449976,5.0
15.0,222.04072373080035,184.0734587243623,382.867385320362,244.8607526091584,1.0
15.0,474.787822329245,145.65278825075725,607.9902695673013,198.16364974802192,3.0
16.0,230.5933033607613,183.74240047515275,391.69657463380304,244.298641264717,1.0
16.0,484.4166700422605,145.27836613493648,617.3324942229766,197.9626232966331,3.0
16.0,641.6428027567358,55.16665224964802,727.5182593903503,90.81548664453331,5.0
17.0,239.6760059842311,183.68157759916417,400.38317515250355,244.05045613750846,1.0
17.0,493.66609056084076,145.44056534351367,627.0967744023401,197.5965441236411,3.0
17.0,636.1060446107698,54.959701250243285,721.9241806470087,90.3424965585354,5.0
18.0,249.21260597573462,183.23221407584788,409.41974776262305,243.75432165507624,1.0
18.0,502.74363938814764,144.75633386955977,636.3679314309921,197.5350069269816,3.0
18.0,630.1959616625779,54.30387003074157,716.7969602609478,90.04898465080683,5.0
19.0,257.80957265378777,182.57353842973956,417.7319117413009,243.5014854051217,1.0
19.0,511.43628211277905,144.0453700780987,646.4520452665056,197.97689168971363,3.0
19.0,624.9494940046625,53.76161087244047,711.0336672905726,88.84688566684484,5.0
20.0,266.30448873723753,182.5551811381826,426.1721909044329,243.2008435477257,1.0
20.0,520.6705657323183,144.44626861861096,655.4847775594759,198.15215424885898,3.0
20.0,618.9989557623933,53.99046686082575,705.2850787612431,89.41963808549328,5.0
21.0,275.8042061207661,182.430217728178,435.58505420706973,242.57589046461172,1.0
21.0,529.1728986985913,144.3131704873724,664.3962090413631,198.50825419988243,3.0
21.0,613.6269215755672,54.260953563547844,698.7231135432844,88.77225424744694,5.0
22.0,284.6979673819634,181.25154992403205,444.38943972121024,242.18621930107204,1.0
22.0,538.7853990239372,144.69983169599496,673.2073364801437,198.87167650229034,3.0
22.0,607.639671895315,54.10691744966151,693.3785304417939,88.80217724412442,5.0
23.0,294.01422411290855,180.50260552108352,452.9634960164391,241.71211890363998,1.0
23.0,547.0455548415133,144.8121794227573,682.4313443150191,199.0435382688977,3.0
23.0,602.449989958268,54.5735515717367,687.4581251132723,88.97542138776832,5.0
24.0,302.4022282942834,179.4165359694086,461.884951786325,241.70807286656927,1.0
24.0,556.6097053080648,144.68784927012402,691.977059554878,198.6156236725399,3.0
24.0,596.0175495529479,54.761456363829694,681.5242751939386,89.03517736748518,5.0
